admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,timestamp
0.19586359,0.17065796,2.6977312e-05,4.403627e-05,0.00507701,3.681064e-05,6.639994e-05,2.8731054e-05,1.664062e-05,0.00019856644,0.13149104,2.5777184e-05,1.9947174e-05,0.00012591032,1.8728804e-05,6.109312e-05,1.6656375e-05,0.22747937,3.946405e-05,8.015164e-06,4.020605e-05,2.3360068e-05,0.0002575944,3.9867176e-05,2.8674083e-05,2.4258334e-05,2.0639298e-05,0.26826268,2025-07-26 23:53:56.919750
